ts,Ctrl_MF_Feed_Pumps.PI_Feed_Tank_Level,Ctrl_MF_Feed_Pumps.PI_Hyd_LL_SP,Ctrl_MF_Feed_Pumps.PI_Inlet_Pressure,Ctrl_MF_Feed_Pumps.PI_Inlet_Pressure_SP,Ctrl_MF_Feed_Pumps.PI_Max_Pmp_Speed_SP,Ctrl_MF_Feed_Pumps.PI_Min_Pmp_Speed_SP,Ctrl_MF_Feed_Pumps.PI_Op_Pressure_SP,Ctrl_MF_Feed_Pumps.PI_Pump_1_Assignment,Ctrl_MF_Feed_Pumps.PI_Pump_1_Speed_Fbk,Ctrl_MF_Feed_Pumps.PI_Pump_1_Sts_Running,Ctrl_MF_Feed_Pumps.PI_Pump_2_Assignment,Ctrl_MF_Feed_Pumps.PI_Pump_2_Speed_Fbk,Ctrl_MF_Feed_Pumps.PI_Pump_2_Sts_Running,Ctrl_MF_Feed_Pumps.PI_Pump_3_Assignment,Ctrl_MF_Feed_Pumps.PI_Pump_3_Speed_Fbk,Ctrl_MF_Feed_Pumps.PI_Pump_3_Sts_Running,Ctrl_MF_Feed_Pumps.PI_Start_Pmps_Delay_SP,Ctrl_MF_Feed_Pumps.PI_Stop_Pmps_Delay_SP,Ctrl_MF_Feed_Pumps.PI_Sts_Auto,Ctrl_MF_Feed_Pumps.PO_Lead_Lag_Demand_Set,Ctrl_MF_Feed_Pumps.PO_LLS_Prog_Cmd,Ctrl_MF_Feed_Pumps.PO_LLS_Start_Cmd,Ctrl_MF_Feed_Pumps.PO_Pump_1_Speed_Cmd,Ctrl_MF_Feed_Pumps.PO_Pump_2_Speed_Cmd,Ctrl_MF_Feed_Pumps.PO_Pump_3_Speed_Cmd,Ctrl_MF_Feed_Pumps.PO_Stop_LLS_Cmd
2024-06-27 13:32:11,15.636884689331055,0.0,1.6165589094161987,100.0,95.0,60.0,True,1,37.50875473022461,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,37.672725677490234,0.0,0.0,False
2024-06-27 13:32:14,15.868727684020996,0.0,2.7024943828582764,100.0,95.0,60.0,True,1,38.0518798828125,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,38.21404266357422,0.0,0.0,False
2024-06-27 13:32:18,15.668313980102539,0.0,3.4157371520996094,100.0,95.0,60.0,True,1,39.21831130981445,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,39.3792839050293,0.0,0.0,False
2024-06-27 13:32:22,16.138113021850586,0.0,4.1764678955078125,100.0,95.0,60.0,True,1,40.035125732421875,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,40.19483184814453,0.0,0.0,False
2024-06-27 13:32:25,15.97980785369873,0.0,4.940311431884766,100.0,95.0,60.0,True,1,40.685909271240234,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,40.84434509277344,0.0,0.0,False
2024-06-27 13:32:29,16.239076614379883,0.0,5.867549896240234,100.0,95.0,60.0,True,1,41.735504150390625,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,41.892391204833984,0.0,0.0,False
2024-06-27 13:32:32,16.110010147094727,0.0,6.801281929016113,100.0,95.0,60.0,True,1,42.29790496826172,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,42.4532356262207,0.0,0.0,False
2024-06-27 13:32:35,16.098970413208008,0.0,7.430758953094482,100.0,95.0,60.0,True,1,42.974430084228516,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,43.12870788574219,0.0,0.0,False
2024-06-27 13:32:38,15.688223838806152,0.0,8.33143424987793,100.0,95.0,60.0,True,1,43.53459548950195,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,43.6873779296875,0.0,0.0,False
2024-06-27 13:32:41,15.770186424255371,0.0,9.333312034606934,100.0,95.0,60.0,True,1,44.04469299316406,True,2,0.0,False,3,0.0,False,60.0,60.0,True,1,True,False,44.195804595947266,0.0,0.0,False
