ts,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.SP_Recycle_Flow_Rate,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.SP_Recycle_Pump_Stop_Level,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.FIT_30_04,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.LIT_30_01,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.UCR_30_04,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.SC_30_04,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.PSH_30_04,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.UA_30_04,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.YA_30_04,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.Sts_Auto,AOI_C_Loop_Cascade_Aerator_Recycle_Pump.Power_Failure
2024-06-19 16:59:49,200.0,3.5,215.0977783203125,2.708409070968628,False,0.0,False,False,False,True,False
2024-06-19 16:59:51,200.0,3.5,217.26258850097656,2.935185432434082,False,0.0,False,False,False,True,False
2024-06-19 16:59:54,200.0,3.5,218.8147430419922,2.9465489387512207,False,0.0,False,False,False,True,False
2024-06-19 16:59:56,200.0,3.5,220.01138305664062,2.836040496826172,False,0.0,False,False,False,True,False
2024-06-19 16:59:58,200.0,3.5,219.8657989501953,3.3642964363098145,False,0.0,False,False,False,True,False
2024-06-19 17:00:01,200.0,3.5,218.9846954345703,3.05179500579834,False,0.0,False,False,False,True,False
2024-06-19 17:00:03,200.0,3.5,217.55995178222656,2.704486608505249,False,0.0,False,False,False,True,False
2024-06-19 17:00:06,200.0,3.5,214.8738555908203,2.99399995803833,False,0.0,False,False,False,True,False
2024-06-19 17:00:08,200.0,3.5,211.64234924316406,2.643993377685547,False,0.0,False,False,False,True,False
2024-06-19 17:00:11,200.0,3.5,208.49696350097656,2.7711856365203857,False,0.0,False,False,False,True,False
2024-06-19 17:00:13,200.0,3.5,204.0876922607422,2.8659210205078125,False,0.0,False,False,False,True,False
2024-06-19 17:00:16,200.0,3.5,204.0876922607422,2.8659210205078125,False,0.0,False,False,False,True,False
2024-06-19 17:00:19,200.0,3.5,199.70513916015625,3.017728805541992,False,0.0,False,False,False,True,False
2024-06-19 17:00:21,200.0,3.5,196.3415069580078,3.0514190196990967,False,0.0,False,False,False,True,False
2024-06-19 17:00:24,200.0,3.5,191.75167846679688,2.866401195526123,False,0.0,False,False,False,True,False
2024-06-19 17:00:26,200.0,3.5,188.12156677246094,3.073725938796997,False,0.0,False,False,False,True,False
2024-06-19 17:00:29,200.0,3.5,183.14317321777344,2.8702430725097656,False,0.0,False,False,False,True,False
2024-06-19 17:00:31,200.0,3.5,180.83580017089844,3.0911850929260254,False,0.0,False,False,False,True,False
2024-06-19 17:00:34,200.0,3.5,180.44717407226562,2.933628559112549,False,0.0,False,False,False,True,False
2024-06-19 17:00:36,200.0,3.5,180.1802978515625,3.3635716438293457,False,0.0,False,False,False,True,False
2024-06-19 17:00:39,200.0,3.5,181.04261779785156,3.0715456008911133,False,0.0,False,False,False,True,False
2024-06-19 17:00:42,200.0,3.5,182.54598999023438,3.194829225540161,False,0.0,False,False,False,True,False
2024-06-19 17:00:44,200.0,3.5,185.0235595703125,2.904493808746338,False,0.0,False,False,False,True,False
2024-06-19 17:00:47,200.0,3.5,188.4591064453125,3.0351486206054688,False,0.0,False,False,False,True,False
2024-06-19 17:00:49,200.0,3.5,188.4591064453125,3.0351486206054688,False,0.0,False,False,False,True,False
2024-06-19 17:00:52,200.0,3.5,192.23834228515625,2.801778554916382,False,0.0,False,False,False,True,False
2024-06-19 17:00:54,200.0,3.5,196.27523803710938,3.0395641326904297,False,0.0,False,False,False,True,False
2024-06-19 17:00:56,200.0,3.5,199.86949157714844,3.2916042804718018,False,0.0,False,False,False,True,False
2024-06-19 17:00:59,200.0,3.5,203.93299865722656,3.4015913009643555,False,0.0,False,False,False,True,False
2024-06-19 17:01:01,200.0,3.5,208.4884490966797,3.9284017086029053,True,0.0,False,False,False,True,False
2024-06-19 17:01:04,200.0,3.5,211.7022247314453,4.349480628967285,True,0.0,False,False,False,True,False
2024-06-19 17:01:06,200.0,3.5,215.08197021484375,4.632441520690918,True,0.0,False,False,False,True,False
2024-06-19 17:01:09,200.0,3.5,217.38316345214844,5.104567527770996,True,0.0,False,False,False,True,False
2024-06-19 17:01:11,200.0,3.5,219.1185760498047,5.3328633308410645,True,0.0,False,False,False,True,False
2024-06-19 17:01:14,200.0,3.5,219.8962860107422,5.733253479003906,True,0.0,False,False,False,True,False
2024-06-19 17:01:17,200.0,3.5,219.5269317626953,6.44372034072876,True,0.0,False,False,False,True,False
2024-06-19 17:01:19,200.0,3.5,218.91159057617188,6.298220157623291,True,0.0,False,False,False,True,False
2024-06-19 17:01:22,200.0,3.5,215.02822875976562,7.840332508087158,True,0.0,False,False,False,True,False
2024-06-19 17:01:24,200.0,3.5,215.02822875976562,7.840332508087158,True,0.0,False,False,False,True,False
2024-06-19 17:01:27,200.0,3.5,211.63677978515625,7.9790120124816895,True,0.0,False,False,False,True,False
2024-06-19 17:01:30,200.0,3.5,208.3109893798828,8.060966491699219,True,0.0,False,False,False,True,False
2024-06-19 17:01:32,200.0,3.5,204.2538299560547,8.537967681884766,True,0.0,False,False,False,True,False
2024-06-19 17:01:35,200.0,3.5,200.16470336914062,9.502128601074219,True,0.7512681484222412,False,False,False,True,False
2024-06-19 17:01:37,200.0,3.5,192.16741943359375,9.715422630310059,True,1.6375696659088135,False,False,False,True,False
2024-06-19 17:01:40,200.0,3.5,192.16741943359375,9.715422630310059,True,2.397481679916382,False,False,False,True,False
2024-06-19 17:01:42,200.0,3.5,188.13973999023438,9.93286418914795,True,3.250755786895752,False,False,False,True,False
2024-06-19 17:01:45,200.0,3.5,182.68316650390625,11.157588958740234,True,3.8957371711730957,False,False,False,True,False
2024-06-19 17:01:48,200.0,3.5,181.40817260742188,11.721551895141602,True,4.743511199951172,False,False,False,True,False
2024-06-19 17:01:50,200.0,3.5,180.00033569335938,11.842814445495605,True,5.103127479553223,False,False,False,True,False
2024-06-19 17:01:53,200.0,3.5,180.14382934570312,11.682941436767578,True,5.186459064483643,False,False,False,True,False
2024-06-19 17:01:55,200.0,3.5,180.79876708984375,12.565287590026855,True,5.240555286407471,False,False,False,True,False
2024-06-19 17:01:58,200.0,3.5,182.6060791015625,13.176773071289062,True,5.18984842300415,False,False,False,True,False
2024-06-19 17:02:00,200.0,3.5,182.6060791015625,13.176773071289062,True,4.901610374450684,False,False,False,True,False
2024-06-19 17:02:03,200.0,3.5,187.87545776367188,13.82138729095459,True,4.490739822387695,False,False,False,True,False
2024-06-19 17:02:05,200.0,3.5,187.87545776367188,13.82138729095459,True,3.9630393981933594,False,False,False,True,False
2024-06-19 17:02:08,200.0,3.5,191.70738220214844,14.369109153747559,True,3.232804775238037,False,False,False,True,False
2024-06-19 17:02:11,200.0,3.5,195.79212951660156,14.756757736206055,True,2.4350922107696533,False,False,False,True,False
2024-06-19 17:02:13,200.0,3.5,199.8341827392578,14.873912811279297,True,1.629194736480713,False,False,False,True,False
2024-06-19 17:02:16,200.0,3.5,204.66818237304688,14.836484909057617,True,0.644957423210144,False,False,False,True,False
2024-06-19 17:02:18,200.0,3.5,211.87301635742188,15.377381324768066,True,0.0,False,False,False,True,False
2024-06-19 17:02:21,200.0,3.5,211.87301635742188,15.377381324768066,True,0.0,False,False,False,True,False
2024-06-19 17:02:23,200.0,3.5,215.13951110839844,15.731647491455078,True,0.0,False,False,False,True,False
2024-06-19 17:02:26,200.0,3.5,217.13656616210938,15.9784574508667,True,0.0,False,False,False,True,False
2024-06-19 17:02:28,200.0,3.5,218.84886169433594,16.19993019104004,True,0.0,False,False,False,True,False
2024-06-19 17:02:31,200.0,3.5,220.01351928710938,16.22721290588379,True,0.0,False,False,False,True,False
2024-06-19 17:02:33,200.0,3.5,220.05165100097656,16.38055419921875,True,0.0,False,False,False,True,False
2024-06-19 17:02:36,200.0,3.5,218.9773406982422,15.796497344970703,True,0.0,False,False,False,True,False
2024-06-19 17:02:38,200.0,3.5,217.416015625,15.922054290771484,True,0.0,False,False,False,True,False
2024-06-19 17:02:41,200.0,3.5,215.06369018554688,15.84007740020752,True,0.0,False,False,False,True,False
2024-06-19 17:02:44,200.0,3.5,211.99256896972656,15.482941627502441,True,0.0,False,False,False,True,False
2024-06-19 17:02:46,200.0,3.5,208.15211486816406,15.169743537902832,True,0.0,False,False,False,True,False
2024-06-19 17:02:49,200.0,3.5,204.05429077148438,15.089017868041992,True,0.749133288860321,False,False,False,True,False
2024-06-19 17:02:51,200.0,3.5,199.9492645263672,15.299956321716309,True,1.5651780366897583,False,False,False,True,False
2024-06-19 17:02:53,200.0,3.5,196.0274658203125,14.524713516235352,True,2.3579189777374268,False,False,False,True,False
2024-06-19 17:02:56,200.0,3.5,191.70632934570312,14.525562286376953,True,3.2477006912231445,False,False,False,True,False
2024-06-19 17:02:58,200.0,3.5,188.18325805664062,14.571918487548828,True,3.997145414352417,False,False,False,True,False
2024-06-19 17:03:01,200.0,3.5,185.1434326171875,14.264252662658691,True,4.663215637207031,False,False,False,True,False
2024-06-19 17:03:03,200.0,3.5,182.59228515625,14.265190124511719,True,5.242785453796387,False,False,False,True,False
2024-06-19 17:03:06,200.0,3.5,180.45814514160156,13.807233810424805,True,5.748372554779053,False,False,False,True,False
2024-06-19 17:03:08,200.0,3.5,180.02392578125,13.849019050598145,True,5.918271541595459,False,False,False,True,False
2024-06-19 17:03:11,200.0,3.5,179.94168090820312,13.781115531921387,True,6.034904479980469,False,False,False,True,False
2024-06-19 17:03:14,200.0,3.5,180.7998809814453,13.869016647338867,True,5.943625450134277,False,False,False,True,False
2024-06-19 17:03:16,200.0,3.5,182.6452178955078,14.039356231689453,True,5.647638320922852,False,False,False,True,False
2024-06-19 17:03:19,200.0,3.5,184.97666931152344,14.247238159179688,True,5.244916915893555,False,False,False,True,False
2024-06-19 17:03:21,200.0,3.5,188.19967651367188,14.58832836151123,True,4.650828838348389,False,False,False,True,False
2024-06-19 17:03:24,200.0,3.5,191.64862060546875,14.4329833984375,True,3.997274398803711,False,False,False,True,False
2024-06-19 17:03:26,200.0,3.5,195.59951782226562,14.73871898651123,True,3.2270760536193848,False,False,False,True,False
2024-06-19 17:03:29,200.0,3.5,199.8239288330078,15.314958572387695,True,2.3846864700317383,False,False,False,True,False
2024-06-19 17:03:32,200.0,3.5,204.09429931640625,15.439247131347656,True,1.5153298377990723,False,False,False,True,False
2024-06-19 17:03:34,200.0,3.5,208.50686645507812,15.532066345214844,True,0.6028891801834106,False,False,False,True,False
2024-06-19 17:03:37,200.0,3.5,211.6771697998047,15.491394996643066,True,0.0,False,False,False,True,False
2024-06-19 17:03:40,200.0,3.5,217.34909057617188,15.489846229553223,True,0.0,False,False,False,True,False
2024-06-19 17:03:42,200.0,3.5,219.07464599609375,16.055509567260742,True,0.0,False,False,False,True,False
2024-06-19 17:03:45,200.0,3.5,219.8997802734375,15.985116004943848,True,0.0,False,False,False,True,False
2024-06-19 17:03:47,200.0,3.5,219.8150177001953,16.079912185668945,True,0.0,False,False,False,True,False
2024-06-19 17:03:49,200.0,3.5,219.3483123779297,16.05936050415039,True,0.0,False,False,False,True,False
2024-06-19 17:03:52,200.0,3.5,217.20303344726562,16.07552719116211,True,0.0,False,False,False,True,False
2024-06-19 17:03:54,200.0,3.5,214.97666931152344,15.771900177001953,True,0.0,False,False,False,True,False
2024-06-19 17:03:56,200.0,3.5,211.82247924804688,15.344073295593262,True,0.0,False,False,False,True,False
2024-06-19 17:03:59,200.0,3.5,208.2847442626953,15.818120956420898,True,0.0,False,False,False,True,False
2024-06-19 17:04:02,200.0,3.5,204.2407989501953,15.245882987976074,True,0.597324550151825,False,False,False,True,False
2024-06-19 17:04:04,200.0,3.5,200.3796844482422,14.98305892944336,True,1.3867619037628174,False,False,False,True,False
2024-06-19 17:04:07,200.0,3.5,196.08773803710938,14.635712623596191,True,2.1557955741882324,False,False,False,True,False
2024-06-19 17:04:09,200.0,3.5,192.26852416992188,15.012730598449707,True,3.0286951065063477,False,False,False,True,False
2024-06-19 17:04:12,200.0,3.5,188.14813232421875,14.403390884399414,True,3.8231611251831055,False,False,False,True,False
2024-06-19 17:04:14,200.0,3.5,184.9436492919922,14.33765983581543,True,4.69490909576416,False,False,False,True,False
2024-06-19 17:04:17,200.0,3.5,182.91488647460938,14.034409523010254,True,5.397204399108887,False,False,False,True,False
2024-06-19 17:04:20,200.0,3.5,180.87136840820312,13.978861808776855,True,6.297089099884033,False,False,False,True,False
2024-06-19 17:04:22,200.0,3.5,179.97091674804688,14.076271057128906,True,6.557259559631348,False,False,False,True,False
2024-06-19 17:04:25,200.0,3.5,180.48046875,14.194255828857422,True,6.538591384887695,False,False,False,True,False
2024-06-19 17:04:27,200.0,3.5,181.0952606201172,14.057543754577637,True,6.619923114776611,False,False,False,True,False
2024-06-19 17:04:30,200.0,3.5,182.96612548828125,14.154080390930176,True,6.575989246368408,False,False,False,True,False
2024-06-19 17:04:32,200.0,3.5,182.96612548828125,14.154080390930176,True,6.273567199707031,False,False,False,True,False
2024-06-19 17:04:35,200.0,3.5,184.85888671875,14.083805084228516,True,5.960469722747803,False,False,False,True,False
2024-06-19 17:04:37,200.0,3.5,188.33184814453125,14.307701110839844,True,5.31594705581665,False,False,False,True,False
2024-06-19 17:04:40,200.0,3.5,191.68991088867188,14.712191581726074,True,4.680356502532959,False,False,False,True,False
2024-06-19 17:04:42,200.0,3.5,195.79078674316406,14.643732070922852,True,3.879427909851074,False,False,False,True,False
2024-06-19 17:04:45,200.0,3.5,199.8456268310547,15.154986381530762,True,3.0707945823669434,False,False,False,True,False
2024-06-19 17:04:47,200.0,3.5,204.294921875,14.872965812683105,True,2.164891004562378,False,False,False,True,False
2024-06-19 17:04:50,200.0,3.5,208.23321533203125,15.539361000061035,True,1.3445682525634766,False,False,False,True,False
2024-06-19 17:04:53,200.0,3.5,211.63784790039062,15.594217300415039,True,0.6165686249732971,False,False,False,True,False
2024-06-19 17:04:55,200.0,3.5,215.12118530273438,15.557929992675781,True,0.0,False,False,False,True,False
2024-06-19 17:04:58,200.0,3.5,218.78311157226562,15.956854820251465,True,0.0,False,False,False,True,False
2024-06-19 17:05:00,200.0,3.5,219.51336669921875,15.81957721710205,True,0.0,False,False,False,True,False
2024-06-19 17:05:03,200.0,3.5,219.3845672607422,15.789008140563965,True,0.0,False,False,False,True,False
2024-06-19 17:05:05,200.0,3.5,218.84239196777344,15.774065971374512,True,0.0,False,False,False,True,False
2024-06-19 17:05:08,200.0,3.5,217.21653747558594,16.005094528198242,True,0.0,False,False,False,True,False
2024-06-19 17:05:11,200.0,3.5,215.01797485351562,15.64777660369873,True,0.0,False,False,False,True,False
2024-06-19 17:05:14,200.0,3.5,211.81568908691406,15.77266788482666,True,0.5599769949913025,False,False,False,True,False
2024-06-19 17:05:17,200.0,3.5,204.26959228515625,15.36412525177002,True,1.2131006717681885,False,False,False,True,False
2024-06-19 17:05:20,200.0,3.5,200.04209899902344,14.726235389709473,True,1.9941037893295288,False,False,False,True,False
2024-06-19 17:05:22,200.0,3.5,200.04209899902344,14.726235389709473,True,2.8376643657684326,False,False,False,True,False
2024-06-19 17:05:25,200.0,3.5,192.02378845214844,14.701836585998535,True,3.6555778980255127,False,False,False,True,False
2024-06-19 17:05:28,200.0,3.5,192.02378845214844,14.701836585998535,True,4.494418144226074,False,False,False,True,False
2024-06-19 17:05:30,200.0,3.5,185.07737731933594,14.27933120727539,True,5.338473320007324,False,False,False,True,False
2024-06-19 17:05:33,200.0,3.5,182.683349609375,14.21367359161377,True,5.992798805236816,False,False,False,True,False
2024-06-19 17:05:36,200.0,3.5,181.076904296875,14.270868301391602,True,6.542759418487549,False,False,False,True,False
2024-06-19 17:05:38,200.0,3.5,180.0258331298828,13.83371353149414,True,6.942224502563477,False,False,False,True,False
2024-06-19 17:05:41,200.0,3.5,180.0258331298828,13.83371353149414,True,7.251873016357422,False,False,False,True,False
2024-06-19 17:05:43,200.0,3.5,180.72752380371094,13.87600040435791,True,7.262418746948242,False,False,False,True,False
2024-06-19 17:05:46,200.0,3.5,182.5959930419922,14.165992736816406,True,7.273867607116699,False,False,False,True,False
2024-06-19 17:05:49,200.0,3.5,185.1141357421875,14.271646499633789,True,6.483294486999512,False,False,False,True,False
2024-06-19 17:05:51,200.0,3.5,185.1141357421875,14.271646499633789,True,6.545319080352783,False,False,False,True,False
2024-06-19 17:05:53,200.0,3.5,185.1141357421875,14.271646499633789,True,6.5949387550354,False,False,False,True,False
